2026-01-02 09:41:31,784 | src.api.main | INFO | 🚀 API de Gestão de Senhas iniciada
2026-01-02 09:41:52,481 | src.utils.excel_handler | ERROR | Erro ao ler Excel: [Errno 2] No such file or directory: 'data\\bases.xlsx'
2026-01-02 09:44:18,282 | src.api.main | INFO | 🛑 API encerrada
2026-01-02 09:44:24,463 | src.api.main | INFO | 🚀 API de Gestão de Senhas iniciada
2026-01-02 09:44:37,891 | src.utils.excel_handler | ERROR | Erro ao ler Excel: [Errno 2] No such file or directory: 'data\\bases.xlsx'
2026-01-02 09:45:53,153 | src.api.main | INFO | 🛑 API encerrada
2026-01-02 09:50:45,762 | src.api.main | INFO | 🚀 API de Gestão de Senhas iniciada
2026-01-02 09:51:29,458 | src.utils.excel_handler | ERROR | Erro ao ler Excel: [Errno 2] No such file or directory: 'data\\bases.xlsx'
2026-01-02 09:53:14,600 | src.api.main | INFO | 🛑 API encerrada
2026-01-02 09:53:39,256 | src.api.main | INFO | 🚀 API de Gestão de Senhas iniciada
2026-01-02 09:53:55,579 | src.utils.excel_handler | INFO | Lidas 4 bases do arquivo C:\Users\JOAO PEDRO\Desktop\gerador_senha\data\bases.xlsx
2026-01-02 09:54:35,286 | src.utils.excel_handler | INFO | Lidas 4 bases do arquivo C:\Users\JOAO PEDRO\Desktop\gerador_senha\data\bases.xlsx
2026-01-02 09:54:53,724 | src.utils.excel_handler | INFO | Lidas 4 bases do arquivo C:\Users\JOAO PEDRO\Desktop\gerador_senha\data\bases.xlsx
2026-01-02 09:54:55,798 | src.api.routes | INFO | Solicitação recebida: Multigrãos por João Pedro
2026-01-02 09:54:55,798 | src.automation.password_changer | INFO | Iniciando alteração de senha para: Multigrãos
2026-01-02 09:54:55,817 | src.utils.excel_handler | INFO | Lidas 4 bases do arquivo C:\Users\JOAO PEDRO\Desktop\gerador_senha\data\bases.xlsx
2026-01-02 09:54:55,835 | src.automation.password_changer | ERROR | Erro ao alterar senha de Multigrãos: It looks like you are using Playwright Sync API inside the asyncio loop.
Please use the Async API instead.
2026-01-02 09:54:55,835 | src.api.routes | ERROR | Erro ao processar solicitação: 400: It looks like you are using Playwright Sync API inside the asyncio loop.
Please use the Async API instead.
2026-01-02 10:32:39,165 | src.api.main | INFO | 🛑 API encerrada
2026-01-02 10:52:09,943 | src.api.main | INFO | 🚀 API de Gestão de Senhas iniciada
2026-01-02 10:53:19,824 | src.utils.excel_handler | INFO | Lidas 5 bases do arquivo C:\Users\JOAO PEDRO\Desktop\gerador_senha\data\bases.xlsx
2026-01-02 10:53:19,826 | src.api.routes | INFO | 📋 Listadas 5 empresas
2026-01-02 10:53:33,833 | src.utils.excel_handler | INFO | Lidas 5 bases do arquivo C:\Users\JOAO PEDRO\Desktop\gerador_senha\data\bases.xlsx
2026-01-02 10:53:33,834 | src.api.routes | INFO | 📋 Listadas 5 empresas
2026-01-02 10:53:35,910 | src.api.routes | INFO | 📨 Solicitação recebida: Teste João por João Pedro
2026-01-02 10:53:36,855 | src.automation.password_changer | INFO | Iniciando alteração de senha para: Teste João
2026-01-02 10:53:36,872 | src.utils.excel_handler | INFO | Lidas 5 bases do arquivo C:\Users\JOAO PEDRO\Desktop\gerador_senha\data\bases.xlsx
2026-01-02 10:53:53,283 | src.automation.browser_automation | INFO | Navegador iniciado
2026-01-02 10:53:53,283 | src.automation.browser_automation | INFO | Navegando para: https://a2w.a2wplataforma.com.br/
2026-01-02 10:53:58,754 | src.automation.browser_automation | INFO | Realizando login: joao.lima@a2wplataforma.com.br
2026-01-02 10:54:04,747 | src.automation.browser_automation | INFO | Login realizado
2026-01-02 10:54:05,530 | src.automation.browser_automation | INFO | Navegador fechado
2026-01-02 10:54:05,530 | src.automation.password_changer | ERROR | Erro ao alterar senha de Teste João: AutomacaoSistema.alterar_senha() missing 1 required positional argument: 'senha_nova'
2026-01-02 10:54:05,531 | src.api.routes | ERROR | ❌ Erro na alteração: AutomacaoSistema.alterar_senha() missing 1 required positional argument: 'senha_nova'
2026-01-02 11:11:12,449 | src.api.main | INFO | 🛑 API encerrada
2026-01-02 11:11:17,014 | src.api.main | INFO | 🚀 API de Gestão de Senhas iniciada
2026-01-02 11:11:34,191 | src.utils.excel_handler | INFO | Lidas 5 bases do arquivo C:\Users\JOAO PEDRO\Desktop\gerador_senha\data\bases.xlsx
2026-01-02 11:11:34,192 | src.api.routes | INFO | 📋 Listadas 5 empresas
2026-01-02 11:11:53,241 | src.utils.excel_handler | INFO | Lidas 5 bases do arquivo C:\Users\JOAO PEDRO\Desktop\gerador_senha\data\bases.xlsx
2026-01-02 11:11:53,241 | src.api.routes | INFO | 📋 Listadas 5 empresas
2026-01-02 11:11:55,310 | src.api.routes | INFO | 📨 Solicitação recebida: Teste João por João Pedro
2026-01-02 11:11:55,493 | src.automation.password_changer | INFO | Iniciando alteração de senha para: Teste João
2026-01-02 11:11:55,501 | src.utils.excel_handler | INFO | Lidas 5 bases do arquivo C:\Users\JOAO PEDRO\Desktop\gerador_senha\data\bases.xlsx
2026-01-02 11:11:56,899 | src.automation.browser_automation | INFO | Navegador iniciado
